	75
ocular.a.02:optical	22
play.n.01:drama	1
strictly.r.02:stringently	4
optically.r.01:optically	1
shining_path.n.01:Sendero_Luminoso	21
bridge.n.01:bridge	16
style.v.01:style	2
issue.n.04:issuance	1
edge.n.04:sharpness	2
chuck.v.02:ditch	9
infinite.a.01:infinite	20
rubidium.n.01:Rb	3
water_line.n.02:watermark	6
rag.n.01:shred	2
artifact.n.01:artifact	4
president.n.01:president	11
kennedy.n.02:Kennedy	14
ban.n.03:ban	4
side.n.04:face	1
department_store.n.01:emporium	3
chipmunk.n.01:chipmunk	5
creak.n.01:creak	3
grate.v.04:grind	10
korean.n.01:Korean	6
frame.n.02:frame	21
sunglasses.n.01:shades	1
acuity.n.01:acuity	4
aberration.n.03:distortion	18
printer.n.03:printer	18
polarize.v.01:polarize	3
bet.v.01:wager	1
optical.a.01:optical	21
amaze.v.01:astound	3
raise.v.03:raise	51
nose.n.01:nose	5
slick.n.02:slick	10
sneak.v.02:sneak	13
employer.n.01:employer	12
same.a.02:same	1
administration.n.03:administration	5
bedside.n.01:bedside	3
bilaterally.r.02:bilaterally	18
situate.v.01:situate	3
witchcraft.n.01:witchery	7
identity.n.02:identity	1
short-change.v.01:short-change	11
embrace.v.01:encompass	9
clinic.n.03:clinic	1
residency.n.02:residency	48
shift_key.n.01:shift	4
verity.n.02:verity	1
severity.n.04:rigour	13
spoke.n.01:spoke	6
cardsharp.n.01:sharper	15
exercise.v.03:work	1
nuncio.n.01:nuncio	4
pants_suit.n.01:pantsuit	1
hindrance.n.03:hinderance	4
infrequent.a.01:infrequent	10
parchment.n.02:lambskin	3
illustration.n.04:illustration	10
pipe.n.02:piping	24
shallow.a.02:shallow	13
proportionately.r.01:proportionately	3
sheathe.v.03:sheathe	16
cafe.n.01:cafe	16
security.n.03:security	43
peace.n.01:peace	1
illegally.r.01:illegally	15
ampere.n.02:A	15
tidy.a.01:tidy	1
gratingly.r.01:harshly	25
foreign.a.02:strange	3
lazily.r.01:lazily	1
respite.n.02:recess	1
fascist.a.01:fascist	7
willingness.n.01:willingness	18
minion.n.01:minion	2
ambition.n.01:ambition	7
bad_luck.n.02:mishap	14
cavalryman.n.01:trooper	1
snips.n.01:snips	98
attached.a.03:attached	10
fixture.n.01:fixture	3
heroine.n.01:heroine	8
comic_strip.n.01:comic_strip	78
cut.n.06:cut	7
barricade.v.01:bar	29
peel_off.v.04:flake	5
topper.n.01:topper	1
swing.n.04:swinging	3
robin.n.01:robin	27
string.n.07:string	35
chemical.a.02:chemical	13
trunk.n.01:trunk	8
modal.a.03:modal	1
modal.s.01:modal	3
pilfer.v.01:pilfer	2
horseback.r.01:horseback	1
foundry.n.01:foundry	3
fifth.n.04:fifth	17
eagle.n.03:eagle	2
hang.v.04:hang	4
trump.n.01:trump	6
evenly.r.01:equally	41
pulse.n.02:heartbeat	24
warrior.n.01:warrior	1
convict.n.02:convict	8
prison.n.01:prison	1
excuse.v.06:excuse	3
figure.n.01:fig	1
examination.n.05:examination	33
post.n.05:Post	2
collar.n.05:collar	46
lilac.n.01:lilac	1
demerit.n.01:demerit	20
embellishment.n.01:embroidery	6
dissolve.v.09:dissolve	1
crumb.v.03:crumb	2
divot.n.01:divot	35
four.n.01:IV	15
barrage.n.02:battery	4
tutorial.a.01:tutorial	10
analysis.n.01:analysis	12
teamster.n.02:trucker	3
dress_hat.n.01:beaver	4
cleaver.n.01:cleaver	10
instability.n.02:instability	2
cursor.n.01:pointer	8
glistening.s.01:shiny	3
remove.v.02:remove	10
adviser.n.01:consultant	10
concealment.n.03:concealing	34
inevitable.a.01:inevitable	1
cuppa.n.01:cupper	6
think.v.01:conceive	6
owl.n.01:hooter	4
press.v.11:push	1
coincidence.n.01:happenstance	17
flawlessly.r.01:cleanly	5
amply.r.01:amply	14
anxiety.n.01:anxiety	19
liberal.a.03:liberal	12
luxury.n.03:luxury	41
tick.v.02:beat	29
eighteenth.s.01:18th	2
fetal_alcohol_syndrome.n.01:fetal_alcohol_syndrome	4
inventory.n.01:inventory	6
director.n.01:director	3
operational.a.01:operational	25
greenwich_mean_time.n.01:GMT	13
squashed.a.01:squashed	9
relic.n.01:relic	6
appalachian.a.01:Appalachian	7
landfill.n.01:landfill	38
veto.v.01:negative	2
subject.v.02:subject	1
outgo.n.01:outlay	2
dimmed.a.01:dimmed	11
supervision.n.01:oversight	33
child.n.01:youngster	1
sight.n.05:ken	13
apprehension.n.01:dread	1
member.n.04:member	8
rocket.n.02:rocket	1
grunt.n.03:grunt	5
bid.n.02:play	8
career.n.02:career	3
armstrong.n.02:Armstrong	1
wreathe.v.03:wind	10
conference.n.03:conference	1
pilot_program.n.02:pilot	16
master.n.07:captain	1
kolkata.n.01:Calcutta	6
mushroom.v.02:mushroom	17
postal.a.01:postal	2
concisely.r.01:concisely	7
dissemble.v.03:pretend	5
meet.v.10:meet	43
delaware.n.04:DE	16
scalp.n.01:scalp	3
dispatch.n.04:dispatch	28
best.n.02:best	14
share.n.02:share	9
bur.n.02:bur	9
somersault.n.01:summerset	2
long_time.n.01:years	3
diskette.n.01:floppy_disk	4
hail.n.03:hail	1
glowingly.r.01:glowingly	34
scrunch.n.01:scrunch	12
eastern.a.04:eastern	7
rocket.v.02:rocket	7
exchange.v.04:exchange	85
wedge.n.06:wedge	13
horn.n.07:horn	7
node.n.08:guest	8
lighten.v.01:lighten	8
climate.n.02:mood	7
stress.n.04:stress	11
skit.n.01:skit	6
hurt.s.01:hurt	5
stand.v.04:stand	1
enrich.v.01:enrich	2
crowding.n.01:crowding	2
million.n.01:meg	5
retirement.n.02:retirement	1
fulton.n.01:Fulton	1
interruption.n.02:interruption	21
meagerly.r.01:sparingly	4
research_worker.n.01:researcher	2
shade.v.04:shade	8
tolerance.n.01:tolerance	2
discourtesy.n.02:rudeness	6
descry.v.01:spy	11
destroy.v.04:destroy	6
overnight.r.02:overnight	61
cream.n.03:cream	7
mus.n.01:Mus	2
machine.n.02:machine	2
rouge.v.01:rouge	4
statue.n.01:statue	22
enjoy.v.04:enjoy	1
tableware.n.01:tableware	1
bagpipe.n.01:bagpipe	14
wright.n.07:wright	2
cornet.n.01:trumpet	39
bronze.v.01:bronze	17
order.n.15:ordering	1
union.n.08:sum	21
ninety-three.s.01:93	7
viciously.r.01:brutally	1
ingress.n.01:ingress	2
emergence.n.02:egress	1
vicissitude.n.02:vicissitude	2
loaf_of_bread.n.01:loaf	5
filth.n.01:crud	7
certify.v.04:endorse	18
nip.n.06:pinch	56
feather.n.02:feather	2
wreath.n.01:wreath	1
cock.v.02:cock	17
gun.v.01:gun	9
bite.v.02:sting	7
barrel.v.01:barrel	11
pin.n.08:flag	19
joker.n.04:joker	26
spouse.n.01:mate	2
barrel.n.03:barrel	2
chase.n.03:chase	31
forward.a.01:forward	28
reversible.a.02:reversible	10
roll.n.11:roll	7
insanely.r.01:insanely	3
squarely.r.02:squarely	26
judgment.n.01:mind	9
overtly.r.01:overtly	3
sandpaper.v.01:sandpaper	3
mush.n.02:mush	11
unconstipated.a.01:regular	2
amazed.s.01:amazed	1
lag.v.04:lag	10
apparition.n.03:phantom	8
softwood.n.01:deal	2
crack.n.09:whirl	5
mercury.n.01:quicksilver	4
jacksonville.n.01:Jacksonville	1
erode.v.02:erode	2
abnormality.n.02:abnormality	1
shot.n.12:shot	2
cave.v.02:spelunk	2
cinch.n.01:picnic	1
bedspread.n.01:bedspread	6
consent.n.01:consent	2
siesta.n.01:siesta	7
e.n.04:e	8
pup.n.01:pup	5
membership.n.01:rank	26
art.n.02:art	4
ridicule.v.01:roast	5
owned.a.01:owned	6
gaze.v.01:gaze	8
missus.n.01:missus	3
wholesale.n.01:wholesale	5
car.n.01:automobile	3
optometrist.n.01:optometrist	12
population.n.01:population	25
block.n.03:block	39
outfit.n.02:turnout	3
degeneration.n.01:degeneration	4
propane.n.01:propane	3
case_shot.n.01:canister	2
rest.v.07:reside	30
sweater.n.01:jumper	9
prize.n.01:award	4
convulse.v.03:thrash	7
nepal.n.01:Nepal	17
base.n.08:stand	15
thai.n.02:Thai	28
cultivate.v.02:crop	26
injury.n.01:harm	1
duel.n.02:duel	3
article.n.04:article	1
residential_district.n.01:residential_district	17
jump.n.03:jump	7
tap.v.03:tap	27
tan.v.01:tan	3
understand.v.03:read	15
ant.n.01:ant	2
smarta.n.01:smarta	1
escalate.v.01:escalate	4
beyond.r.03:beyond	10
nigger.n.01:spade	14
milliliter.n.01:cc	11
ladylike.s.01:ladylike	4
emery.n.01:emery	1
involuntarily.r.01:involuntarily	5
jail.n.01:poky	22
drive.v.11:drive	33
wild.a.02:wild	51
tide.n.03:tide	12
feature_of_speech.n.01:feature	18
twenty-seventh.s.01:27th	8
shock.n.07:shock	1
flail.n.01:flail	11
grease.n.01:grease	4
shock.n.05:shock	11
snooze.v.01:snooze	5
grate.n.03:grate	9
charge.v.03:bill	1
dalton.n.01:Dalton	10
shell.n.07:shell	10
wax.v.03:wax	1
taiwanese.n.01:Taiwanese	5
burberry.n.01:Burberry	1
silva.n.01:silva	7
colored.a.01:coloured	14
sequence.n.02:sequence	2
readout.n.02:readout	5
reduce.v.03:reduce	8
context.n.01:context	1
bumper.n.01:bumper	29
ballad.n.01:lay	1
roundedness.n.01:bulginess	3
document.v.02:document	6
deceptively.r.01:deceivingly	11
water.v.03:water	4
blackout.n.02:blackout	4
mourn.v.02:mourn	5
pretzel.n.01:pretzel	2
beg.v.03:beg	18
wiretap.n.01:tap	12
credit.v.03:credit	9
charge.n.04:charge	11
volatile.n.01:volatile	30
supermarket.n.01:supermarket	14
tour.n.01:circuit	3
snowboarder.n.01:snowboarder	13
slug.v.01:slog	4
chat_up.v.01:flirt	6
snub.n.02:snub	3
lager.n.02:lager	13
coyote.n.01:coyote	15
shimmy.v.02:shimmy	22
elastic.n.02:elastic	10
female_child.n.01:little_girl	78
pot.n.06:kitty	3
artwork.n.01:nontextual_matter	4
modern.n.02:modern_font	18
submit.v.02:submit	10
combine.v.04:combine	13
arabic.n.01:Arabic	1
scale.v.02:scale	2
depth.n.01:deepness	14
purple.s.01:purple	8
serial.n.01:series	9
invention.n.01:innovation	5
explode.v.01:explode	36
respect.v.01:respect	3
charitable.a.02:charitable	10
leatherette.n.01:leatherette	12
chenille.n.02:chenille	10
feel.v.01:experience	14
clog_dance.n.01:clog_dancing	2
specialist.n.01:specializer	4
insensitive.a.01:insensitive	7
funeral.n.01:funeral	1
houseboat.n.01:houseboat	1
consolation.n.01:consolation	37
prize.n.01:prize	8
spontaneous.a.01:spontaneous	24
salmon.n.04:salmon	10
temper.n.02:humor	1
jurassic.a.01:Jurassic	6
mahogany.n.01:mahogany	6
gouge.n.03:gouge	1
fetishist.n.01:fetishist	24
turner.n.08:turner	1
nothing.n.01:naught	6
spice.v.01:spice	4
touch.v.13:touch	21
top.n.06:top	7
agreeable.a.01:agreeable	2
elfin.a.03:elfin	1
destruction.n.02:wipeout	5
ash.v.01:ash	1
ranching.n.01:ranching	11
national_trust.n.01:National_Trust	2
vase.n.01:vase	1
plumpness.n.01:plumpness	3
unreassuring.a.01:worrisome	5
rivet.v.03:rivet	3
gates.n.01:Gates	1
camper.n.02:motor_home	1
stake.n.04:wager	1
benefactor.n.01:helper	3
trailer.n.03:trailer	1
unaffected.a.01:unaffected	1
shutter.v.01:shutter	30
fahrenheit.n.01:Fahrenheit	1
salient.n.01:salient	2
chap.n.01:cuss	15
resew.v.01:resew	1
gather.v.05:gather	8
intelligently.r.01:intelligently	5
doodad.n.01:doodad	1
ethic.n.01:ethic	5
external.n.01:external	3
picnic.n.03:picnic	13
palpate.v.01:palpate	18
wiretap.v.01:tap	1
confirm.v.01:substantiate	27
concrete.v.02:concrete	5
baroque.n.01:Baroque	8
firenze.n.01:Florence	3
shale.n.01:shale	3
mystery.n.01:enigma	4
g.i..v.01:GI	4
attachment.n.05:adhesion	5
organ.n.01:organ	8
parity.n.01:parity	12
security_service.n.01:MI	36
forfeit.n.03:sacrifice	13
heavy.a.08:heavy	17
ridge.v.04:ridge	16
companion.n.01:fellow	18
stray.n.01:stray	1
scud.n.01:scud	38
down.n.05:down	5
wrestle.n.01:wrestle	15
enormously.r.01:enormously	4
wound.n.02:injury	7
grow.v.03:grow	5
independence.n.01:independence	47
design.v.04:design	8
tamper.v.01:monkey	10
give.v.10:devote	17
explode.v.02:burst	15
pepper.n.03:pepper	13
busy.v.01:busy	3
nazi.n.01:Nazi	13
arithmetic_mean.n.01:expectation	6
cough.v.01:cough	20
offer.v.06:offer	4
curate.n.01:pastor	5
havana.n.01:Havana	6
cuban.n.01:Cuban	13
hawaiian.n.01:Hawaiian	22
three-toed_sloth.n.01:ai	2
approve.v.01:O.K.	11
discrepancy.n.02:discrepancy	14
reliance.n.01:trust	11
steeple.n.01:spire	8
believe.v.03:believe	4
ashamed.a.01:ashamed	6
hamper.v.01:strangle	11
swoosh.n.01:swoosh	29
blister.n.02:blister	3
twirl.v.01:whirl	19
dominant.a.01:dominant	2
twist.n.09:wrench	4
lever.n.01:lever	7
dance_band.n.01:band	10
blight.v.01:plague	3
shun.v.01:shun	27
mocha.n.04:mocha	17
honor.v.01:reward	2
unconcerned.a.01:unconcerned	4
jasper.n.01:jasper	10
well.r.01:good	9
help.v.03:facilitate	2
vest.v.03:vest	10
throat.n.02:throat	7
foot.n.08:foot	48
shin.n.01:shin	24
trust.n.04:combine	9
hire.n.02:hire	8
divine.v.02:divine	10
victory.n.01:victory	4
swerve.v.01:veer	2
censor.n.02:censor	3
wool.n.02:wool	17
bulkiness.n.01:bulkiness	2
overgarment.n.01:overgarment	1
muggy.s.01:muggy	3
thick.s.10:thick	4
gaiter.n.03:gaiter	10
surround.v.01:border	11
mortar.v.01:mortar	1
wisdom_of_solomon.n.01:Wisdom	3
snuff.n.03:snuff	6
unwieldy.a.01:unmanageable	33
twilight.n.01:twilight	3
prevent.v.01:preclude	19
airflow.n.01:airflow	4
controlled.a.01:controlled	2
turning.n.04:turning	4
ling.n.04:ling	5
kilter.n.01:kilter	8
batter.n.01:batter	13
measure.v.04:value	6
house.v.02:house	19
fastening.n.02:fastening	6
square.v.03:square	12
pisces.n.02:Fish	14
ea.n.01:Ea	1
sneer.n.01:leer	23
intrigue.v.01:fascinate	11
understanding.n.01:savvy	1
square.s.05:straightforward	9
building.n.01:edifice	32
elegantly.r.02:elegantly	29
generation.n.02:generation	5
metro.n.01:underground	5
lightness.n.02:lightness	4
fabricate.v.02:fabricate	4
faucet.n.01:faucet	7
dinky.n.01:dinky	11
efficiency.n.02:efficiency	12
stab.v.02:stab	5
alumnus.n.01:grad	40
snatch.v.01:snatch	1
al-qaeda.n.01:Qaeda	4
disinfect.v.01:disinfect	16
bug.n.02:glitch	4
analogue.a.01:analogue	1
torture.n.02:torture	4
gouge.v.01:gouge	3
invade.v.04:invade	11
malfunction.v.01:malfunction	6
harshly.r.01:harshly	7
sealer.n.02:sealer	8
tick.n.04:tick	3
correction.n.01:correction	2
leer.v.01:leer	12
loan.n.01:loan	2
beastly.r.01:beastly	1
gulliver.n.01:Gulliver	1
lilliputian.n.01:lilliputian	1
veteran.n.03:oldtimer	2
mainspring.n.01:mainspring	1
submerge.v.01:submerse	3
pilfer.v.01:swipe	5
merit.n.01:virtue	2
paranoid.n.01:paranoid	4
backlighting.n.01:backlighting	16
chrome.v.02:chrome	4
enclosure.n.01:enclosure	3
pope.n.02:Pope	4
discernability.n.01:legibility	5
beeper.n.01:beeper	6
banner.n.01:banner	19
latch.n.01:latch	9
spontaneously.r.01:spontaneously	2
brazos.n.01:Brazos	3
sine.n.01:sin	6
embargo.n.01:embargo	23
presentation.n.03:presentation	8
hex.n.01:curse	4
automatize.v.02:automate	21
dead.n.02:dead	17
relationship.n.03:relationship	10
coach.v.02:coach	2
reform.v.02:reclaim	1
reclamation.n.03:reclamation	5
permeate.v.01:penetrate	14
memo.n.01:memo	4
convex.a.01:convex	7
wake_island.n.01:Wake	6
rate.v.03:value	2
stuffing.n.01:stuffing	20
repair.v.01:restore	14
chew_over.v.01:ponder	4
chief_executive_officer.n.01:CEO	10
daze.n.01:stupor	2
webster.n.03:Webster	7
undertake.v.02:tackle	1
dais.n.01:podium	9
exclude.v.01:omit	3
polymer.n.01:polymer	5
blinks.n.01:blinks	28
measurement.n.01:measuring	1
hood.n.01:toughie	6
man.v.02:man	10
hard.r.08:hard	7
monitoring.n.01:monitoring	4
unresponsive.a.01:unresponsive	4
jeer.v.01:scoff	15
atomic.a.01:atomic	4
model.n.01:theoretical_account	2
flour.v.01:flour	7
bread.v.01:bread	4
preform.v.02:preform	3
bang.n.02:blast	14
rubber.n.02:rubber	1
inexplicable.a.01:incomprehensible	6
refine.v.03:refine	1
air_hammer.n.01:jackhammer	2
tyson.n.01:Tyson	5
sky_dive.v.01:skydive	1
memoir.n.01:memoir	6
engineer.v.01:engineer	3
respondent.n.02:responder	2
dedication.n.01:dedication	7
part.n.09:part	7
manly.a.01:manly	10
taiwan.n.01:Taiwan	2
eighty.n.01:fourscore	1
program.n.08:programme	6
sleekness.n.01:sleekness	24
surfboard.v.01:surf	1
commune.v.02:commune	7
referee.n.01:referee	1
refocus.v.01:refocus	7
suck.v.03:suck_in	15
aesthetic.n.01:aesthetic	3
army_intelligence.n.01:Army_Intelligence	1
suffix.v.01:suffix	3
human_body.n.01:chassis	4
huskiness.n.01:ruggedness	5
armored.a.01:armored	4
poland.n.01:Poland	25
polish.v.02:refine	3
tons.n.01:gobs	1
maul.n.01:maul	18
mudder.n.01:mudder	1
punctuality.n.01:punctuality	5
doorbell.n.01:buzzer	7
elapse.v.01:lapse	2
puck.n.02:puck	5
internet.n.01:net	1
pawn.v.01:pawn	6
appliance.n.01:gizmo	7
edition.n.02:edition	4
persona.n.02:persona	3
shock.v.06:shock	1
testify.v.01:testify	5
collected.a.01:collected	12
whitening.n.01:lightening	4
distribution.n.03:distribution	6
os.n.01:os	2
maul.n.01:sledge	2
vessel.n.03:vessel	3
violent.a.01:violent	18
hush.n.01:stillness	10
battery.n.02:electric_battery	9
entertain.v.01:entertain	3
pine_away.v.01:languish	2
death.n.04:dying	4
relegate.v.04:classify	4
yuppie.n.01:yuppie	5
sandwich.v.02:sandwich	12
move_over.v.01:give	2
agua.n.01:agua	4
pitch.n.05:pitch	11
unintentionally.r.01:unintentionally	10
thermostat.n.01:thermostat	7
forester.n.02:forester	2
displeasure.n.01:displeasure	22
nuisance.n.01:nuisance	4
windowpane.n.01:window	13
ahead.r.04:ahead	61
battle.n.01:engagement	39
bonito.n.03:bonito	3
dear.s.02:dear	15
solution.n.02:solvent	2
presbyopia.n.01:presbyopia	10
pulsation.n.01:pulse	330
rhinestone.n.01:rhinestone	42
strike.v.14:scratch	3
droppings.n.01:dung	6
bench.n.01:bench	2
post-office_box.n.01:POB	9
seek.n.01:seek	8
calf.n.03:calfskin	7
frank.n.02:frank	5
lloyd.n.01:Lloyd	3
rotation.n.04:rotation	13
quibble.n.01:quibble	3
redstem_storksbill.n.01:clocks	9
conserve.v.02:conserve	1
u.s.01:u	3
buddy.n.01:chum	11
dearly.r.02:dearly	4
purposefully.r.01:purposefully	12
plain.a.02:plain	25
view.n.03:view	1
claro.n.01:claro	2
despicable.s.01:worthless	1
imminently.r.01:imminently	5
bus.v.01:bus	3
operation.n.05:operation	13
inset.v.01:inset	1
acculturation.n.02:culture	10
confusion.n.01:confusion	7
skill.n.02:skill	2
irritatingly.r.01:irritatingly	8
direction.n.02:direction	1
reference.n.07:consultation	1
minutia.n.01:minutia	16
french_fries.n.01:chips	8
lighting.n.03:lighting	1
imprison.v.01:lag	2
employment.n.01:employ	4
zion.n.01:Zion	26
girlfriend.n.02:lady_friend	24
walk_of_life.n.01:walk_of_life	26
seep.v.01:seep	17
hook.n.06:draw	2
operations.n.01:operations	16
nap.n.04:snooze	5
goose.n.01:goose	4
inactivate.v.02:deactivate	2
scheduling.n.01:programming	6
agreement.n.04:arrangement	8
incident.a.01:incident	8
tire.v.02:jade	3
propriety.n.01:propriety	2
percolate.v.05:filter	6
magnetic_resonance_imaging.n.01:MRI	3
internship.n.01:internship	3
documentation.n.03:documentation	16
expense.n.03:expense	5
absence.n.02:absence	12
laying.n.01:laying	81
minimalist.a.01:minimalist	1
arboretum.n.01:arboretum	1
sex_appeal.n.01:desirability	8
family.n.01:menage	4
steep.v.01:engulf	12
adornment.n.02:adornment	7
overtime.n.01:overtime	1
quietly.r.02:quietly	4
prevail.v.03:endure	4
surcharge.n.01:surcharge	1
uganda.n.01:Uganda	7
function.n.01:function	9
clutter.n.01:clutter	6
jab.n.01:jabbing	15
joke.n.01:laugh	9
hayloft.n.01:mow	15
radiance.n.01:glow	16
version.n.06:version	7
rubber_eraser.n.01:rubber_eraser	3
land.v.02:land	3
caveman.n.01:caveman	14
scatter.v.03:dot	23
annual.a.01:annual	2
ham.n.01:ham	7
integral.a.03:integral	6
lubricant.n.01:lube	1
prurience.n.01:lubricity	5
relay.n.05:relay	1
craps.n.01:craps	4
arnold.n.02:Arnold	14
kindergarten.n.01:kindergarten	11
unpretentious.a.01:unpretentious	1
meter.v.02:meter	1
parking.n.01:parking	19
powered.a.01:powered	9
era.n.02:era	2
thumbtack.n.01:thumbtack	2
familiarize.v.01:familiarize	4
honesty.n.02:honesty	2
blow_up.v.02:magnify	4
lie_down.v.01:lie	5
menu.n.01:menu	6
calculate.v.02:calculate	21
couple.n.04:span	3
calculator.n.01:calculator	7
lashkar-e-taiba.n.01:LET	18
vacuum.n.01:vacuum	1
trimmer.n.03:trimmer	12
rhythm.n.01:rhythm	3
magnetism.n.01:magnetism	1
lavishness.n.01:sumptuousness	8
eccentric.n.01:geek	20
inherit.v.01:inherit	10
divide.v.02:divide	21
cave.v.01:cave	13
crave.v.01:crave	33
stoke.v.01:stoke	3
predate.v.01:predate	4
computer_keyboard.n.01:keypad	12
membrane.n.01:membrane	2
bristle.v.04:bristle	5
alarm.n.01:dismay	1
unapologetic.a.01:unapologetic	1
ashton.n.01:Ashton	1
pier.n.01:pier	5
choice_morsel.n.01:tidbit	5
dearth.n.01:shortage	2
subtraction.n.02:subtraction	5
timekeeper.n.01:timer	1
angulation.n.02:angulation	10
persona.n.02:image	13
remote_control.n.01:remote	2
world_trade_center.n.01:WTC	15
difficulty.n.04:difficulty	8
format.v.01:format	2
array.n.04:array	9
zoom.v.01:zoom	13
center.n.04:center	1
interval.n.02:interval	10
cup_of_tea.n.01:dish	1
transpose.v.05:transpose	3
polder.n.01:polder	8
punch.v.03:perforate	5
hurrah.n.01:hurrah	14
die.n.02:die	1
productiveness.n.01:productivity	2
listening.n.01:hearing	8
amigo.n.01:amigo	21
calibration.n.01:calibration	18
collins.n.02:collins	3
analogue.n.01:parallel	46
people.n.03:people	9
eye.n.05:eye	11
world.n.08:man	3
amplifier.n.01:amplifier	1
loudspeaker.n.01:speaker	3
output.n.02:output	2
pyle.n.01:Pyle	2
tremor.n.02:tremor	16
vote.v.01:vote	16
adventurous.a.01:adventurous	18
limp.v.02:limp	17
scotland.n.01:Scotland	12
untie.v.02:untie	1
repositioning.n.01:repositioning	13
mistake.n.02:misunderstanding	5
replenish.v.01:replenish	4
eastern_time.n.01:EST	17
sill.n.01:sill	4
forgiveness.n.02:forgiveness	13
attract.v.03:attract	17
cramp.n.03:cramp	2
food.n.01:nutrient	2
peacefully.r.01:peacefully	2
twitch.v.01:jerk	1
zealander.n.01:Zealander	1
puff.v.08:chuff	5
bloody.v.01:bloody	6
damask.n.02:damask	3
pulley.n.01:pulley_block	9
affixed.a.01:affixed	7
oven.n.01:oven	28
bel.n.01:B	5
bake.v.02:bake	21
training.n.01:preparation	1
molokai.n.01:Molokai	1
limitation.n.05:restriction	7
rug.n.01:carpeting	5
post.v.05:post	21
lower_berth.n.01:lower	4
spiral.n.06:spiral	15
heavy.r.01:heavily	3
raveling.n.01:raveling	1
motorist.n.01:motorist	20
cliff.n.01:cliff	8
beard.n.01:whiskers	3
misconception.n.01:misconception	5
iridium.n.01:iridium	8
impregnation.n.02:saturation	6
angular.a.02:angular	1
hair's-breadth.n.01:whisker	12
carousel.n.02:carousel	2
department_of_defense.n.01:DoD	5
civilian.n.01:civilian	5
sinkhole.n.01:sink	19
renegade.n.01:renegade	3
rotation.n.03:rotation	6
exponentially.r.01:exponentially	1
cowboy.n.01:cowpoke	5
resound.v.01:resound	27
clark.n.02:Clark	1
idle.n.01:idle	2
alarm.n.01:consternation	1
volcanic_eruption.n.01:eruption	1
pedophile.n.01:pedophile	9
perplex.v.01:gravel	11
paved.a.01:paved	5
subtract.v.02:subtract	2
bellows.n.01:bellows	1
masonry.n.01:masonry	13
headroom.n.01:clearance	1
integrate.v.04:integrate	3
venture.v.03:venture	2
undertaking.n.01:undertaking	3
impermeable.a.01:impermeable	27
gravy_boat.n.01:boat	10
profession.n.02:profession	3
curve.n.03:bender	20
swamp.v.01:drench	4
